Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Rapid game,https://lichess.org/RNbPLcPd,2025.12.01,00:00:40,Wahballat,ini603,1-0,1174,1192,600+0,Normal,11,6
Rated Rapid game,https://lichess.org/JB0lXNRy,2025.12.01,00:00:40,sidisneydespertase,Qotb00,1-0,1475,1442,600+0,Normal,59,30
Rated Rapid game,https://lichess.org/XQvBdnpy,2025.12.01,00:00:40,IBlunderedgg,juliojo,1-0,1620,1653,600+0,Normal,41,21
Rated Rapid game,https://lichess.org/y0XVuQLK,2025.12.01,00:00:40,deeef1,Suica_Pasmo,1-0,1238,1500,600+0,Normal,65,33
Rated Bullet game,https://lichess.org/VQJQI6tg,2025.12.01,00:00:49,chogriti,Saikiran1608,1-0,1351,1354,60+0,Time forfeit,65,33
Rated Bullet game,https://lichess.org/h1Rta1XB,2025.12.01,00:00:49,AntesEstoEraCafetal,medo77,1-0,1718,1657,60+0,Time forfeit,61,31
Rated Bullet game,https://lichess.org/peP0o2rW,2025.12.01,00:00:49,Jordantwin,Guzman70,1-0,2504,2504,60+0,Time forfeit,85,43
Rated Bullet game,https://lichess.org/2KrW8kFN,2025.12.01,00:00:49,kweng2,moouurrad,1-0,1520,1564,60+0,Time forfeit,61,31
Rated Bullet game,https://lichess.org/39ZOMWWD,2025.12.01,00:00:49,GuyVelvet,MangoMania,1-0,1581,1637,60+0,Time forfeit,83,42
Rated Blitz game,https://lichess.org/Sx619X23,2025.12.01,00:00:49,henriqueze,santirosario,1-0,2027,2037,180+0,Normal,89,45
Rated Blitz game,https://lichess.org/y2g13aTh,2025.12.01,00:00:49,KPiotrzkowski,viejito68,1-0,2091,2120,180+2,Normal,47,24
Rated Bullet game,https://lichess.org/ldce3tgZ,2025.12.01,00:00:49,smartut,pohoda78,1-0,2233,2360,120+1,Normal,75,38
Rated Rapid game,https://lichess.org/bTfoo4OY,2025.12.01,00:00:50,a1l2u3n4a,sandy_shores,0-1,1500,1420,420+7,Normal,38,19
Rated Blitz game,https://lichess.org/gfuSFUKr,2025.12.01,00:00:50,firtydank,Hitman2023,1-0,1604,1609,180+2,Normal,25,13
Rated Blitz game,https://lichess.org/R3pE6tQj,2025.12.01,00:00:50,bull10,Mimessi,1-0,1957,1971,180+2,Normal,79,40
Rated Blitz game,https://lichess.org/zXGo1Syr,2025.12.01,00:00:50,thegreatbambi1927,jose_pucela,1-0,1386,1357,180+2,Time forfeit,67,34
Rated Blitz game,https://lichess.org/wgA11x4I,2025.12.01,00:00:50,LydianMike,bobBeyey,0-1,1618,1614,180+2,Normal,28,14
Rated Blitz game,https://lichess.org/fteOcA7G,2025.12.01,00:00:50,AshrSul,djamelabb,0-1,1191,1266,180+2,Normal,46,23
Rated Blitz game,https://lichess.org/xDJE8D9s,2025.12.01,00:00:50,PAULO1959,G3m2s,0-1,1418,1438,180+2,Normal,110,55
Rated Blitz game,https://lichess.org/LxkTv35e,2025.12.01,00:00:50,Stsas,ale12,0-1,1642,1703,180+2,Normal,76,38
Rated Blitz game,https://lichess.org/Q5bWqGsF,2025.12.01,00:00:50,mira1480,lunat1kk,0-1,673,726,180+2,Normal,54,27
Rated Blitz game,https://lichess.org/RcZW4F61,2025.12.01,00:00:50,jaybyrd,mrleoblade,0-1,1065,1028,180+2,Normal,88,44
Rated Blitz game,https://lichess.org/hZ7p0H4k,2025.12.01,00:00:50,Hopkins47,mereappendix,1/2-1/2,1175,1110,180+2,Normal,122,61
Rated Blitz game,https://lichess.org/UBuBkab6,2025.12.01,00:00:50,mike_7000,ghobad141414,1-0,1750,1740,180+2,Normal,61,31
Rated Blitz game,https://lichess.org/BEnAVHSm,2025.12.01,00:00:50,Ahmedraof1,mimokatana,0-1,1584,1567,180+2,Normal,170,85
Rated Blitz game,https://lichess.org/CyQKNfsM,2025.12.01,00:00:50,tenzion,Meropenem001,0-1,1570,1595,180+2,Normal,58,29
Rated Bullet game,https://lichess.org/83XbVMD3,2025.12.01,00:00:50,Sankokl1975,JackFr,1-0,1664,1660,60+0,Time forfeit,85,43
Rated Rapid game,https://lichess.org/y6ry4QhT,2025.12.01,00:00:50,vadbush,knightm0ves,1/2-1/2,1553,1541,600+0,Normal,151,76
Rated Rapid game,https://lichess.org/qp3IBf2U,2025.12.01,00:00:50,Derr_Kaiser,zgf,0-1,1150,1148,600+0,Normal,4,2
Rated Rapid game,https://lichess.org/atbLOLuV,2025.12.01,00:00:50,Underwaterwalter,Abimael20,0-1,1897,2014,600+0,Normal,65,33
Rated Rapid game,https://lichess.org/fjiyF5yx,2025.12.01,00:00:50,Imamatur,Benteng_Selak4u,1-0,2117,2111,600+0,Time forfeit,75,38
Rated Rapid game,https://lichess.org/3mstxfIl,2025.12.01,00:00:50,ladls,januar202,0-1,1759,1712,600+0,Normal,124,62
Rated Rapid game,https://lichess.org/cSZmN9VL,2025.12.01,00:00:50,Ariasjose22,GVardan,0-1,1307,1310,600+0,Normal,112,56
Rated Rapid game,https://lichess.org/dT39av4s,2025.12.01,00:00:50,egegsgsysgscsg,rojocongo,1-0,1381,1419,600+0,Normal,53,27
Rated Rapid game,https://lichess.org/bRQc2xGG,2025.12.01,00:00:50,eneilson,Gemberson,1-0,1176,1171,600+0,Normal,76,38
Rated Rapid game,https://lichess.org/B4GP7zVm,2025.12.01,00:00:50,DavidFlude,Hyndlander,0-1,1862,1775,600+0,Normal,74,37
Rated Bullet game,https://lichess.org/caUcu7OD,2025.12.01,00:00:50,TorVik-2,OMAR_RIMA_7,1-0,2473,2324,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/a0PQsNxw,2025.12.01,00:00:51,Adelsuscom,CryShootz,0-1,1355,1247,120+1,Time forfeit,90,45
Rated Bullet game,https://lichess.org/rU1zHyn5,2025.12.01,00:00:51,Vagabundero,lyoklis,1-0,1071,1059,120+1,Normal,9,5
Rated Bullet game,https://lichess.org/Cw8LQxKW,2025.12.01,00:00:51,Rood1974,ChessGromp,0-1,1540,1546,120+1,Normal,58,29
Rated Bullet game,https://lichess.org/4UTLvwZt,2025.12.01,00:00:51,kuncung-sakti1,Quiotical,0-1,1841,1967,120+1,Normal,76,38
Rated Bullet game,https://lichess.org/d1KVYzVu,2025.12.01,00:00:51,milnor,Acievere,1-0,1419,1432,120+1,Normal,67,34
Rated Bullet game,https://lichess.org/yyyT2auO,2025.12.01,00:00:51,Horyzoness,StoneWolf1992,0-1,1381,1371,120+1,Normal,27,14
Rated Bullet game,https://lichess.org/vXFspFe5,2025.12.01,00:00:51,kwaywint,Carampangue,1/2-1/2,2078,2137,120+1,Normal,109,55
Rated Bullet game,https://lichess.org/ruAK2fly,2025.12.01,00:00:51,MisterGerolfing,Ordisi,1-0,1808,1812,120+1,Normal,77,39
Rated Bullet game,https://lichess.org/N1wWZjZ8,2025.12.01,00:00:51,kumar_visa,povod,0-1,1484,1482,120+1,Normal,112,56
Rated Bullet game,https://lichess.org/Qei1uX5e,2025.12.01,00:00:51,kylesuperme,Emanuel-Argentina,1-0,1450,1475,120+1,Time forfeit,65,33
Rated Bullet game,https://lichess.org/vA6u8o7h,2025.12.01,00:00:51,barylior,eloof,0-1,1547,1678,120+1,Time forfeit,74,37
Rated Bullet game,https://lichess.org/gL2DM6yH,2025.12.01,00:00:51,Alduguer,Ttilia,0-1,2046,2055,120+1,Normal,72,36
Rated Bullet game,https://lichess.org/hxSmfam9,2025.12.01,00:00:51,panteratattoo,joriomaycon,0-1,1816,1822,120+1,Normal,90,45
Rated Blitz game,https://lichess.org/SFzapjrz,2025.12.01,00:00:51,kunlentinz,sajambre,0-1,2052,1943,180+0,Time forfeit,162,81
Rated Blitz game,https://lichess.org/PQ35Tiya,2025.12.01,00:00:51,White_knight25,LolpaaXx,1/2-1/2,1705,1734,180+0,Time forfeit,131,66
Rated Blitz game,https://lichess.org/f4qpX97p,2025.12.01,00:00:51,shop-performance-com,Viktor195511,1-0,1392,1411,300+0,Normal,41,21
Rated Rapid game,https://lichess.org/z9YrfNlz,2025.12.01,00:00:51,LucySmith,ishan_d15,0-1,1103,1044,600+5,Normal,104,52
Rated Blitz game,https://lichess.org/xERpgCyO,2025.12.01,00:00:51,Adriantan90,imcaimen,0-1,1542,1541,180+0,Normal,68,34
Rated Rapid game,https://lichess.org/2SZPQ7nf,2025.12.01,00:00:52,waterye,lufy_467,1-0,1519,1500,900+10,Time forfeit,39,20
Rated Rapid game,https://lichess.org/JM3TZxmv,2025.12.01,00:00:52,josmann,elise-l,1-0,1497,1480,900+10,Normal,15,8
Rated Rapid game,https://lichess.org/d8nEq01O,2025.12.01,00:00:52,guideahmet,NDA360,0-1,1636,1689,900+10,Normal,110,55
Rated UltraBullet game,https://lichess.org/NLQImBHJ,2025.12.01,00:00:52,StrongPilot,Secretsacrifice,0-1,2064,2027,15+0,Time forfeit,92,46
Rated Blitz game,https://lichess.org/7gzGiWAI,2025.12.01,00:00:52,bez96,superheroj,1-0,1881,1875,180+0,Normal,86,43
Rated Classical game,https://lichess.org/njixjrrs,2025.12.01,00:00:52,patricionelson,victorbassi,1/2-1/2,1821,1781,1500+0,Normal,80,40
Rated Blitz game,https://lichess.org/80tQV5jP,2025.12.01,00:00:52,Tec4Urielmnx,simarikcocuk,0-1,1226,1200,180+0,Normal,64,32
Rated Blitz game,https://lichess.org/P3YedxWF,2025.12.01,00:00:52,Chrometaphor,DTsaur,1-0,2243,2188,180+0,Time forfeit,57,29
Rated Blitz game,https://lichess.org/wSuxmJVt,2025.12.01,00:00:52,Brianalex2012,LucaCompa_96,0-1,2061,2107,180+0,Time forfeit,104,52
Rated Blitz game,https://lichess.org/29OIDVbU,2025.12.01,00:00:52,Dannielito,Tiggertienehambre,1-0,2422,2340,180+0,Normal,65,33
Rated Blitz game,https://lichess.org/GK3AErzr,2025.12.01,00:00:52,sray,spinningharddrive,1-0,1703,1707,180+0,Normal,109,55
Rated Blitz game,https://lichess.org/p2T739zp,2025.12.01,00:00:52,chesskazius,catarbi,1-0,1567,1556,180+0,Normal,35,18
Rated Blitz game,https://lichess.org/uPbzBJ4b,2025.12.01,00:00:52,rdolgun,Aprendiz00001,1-0,1547,1488,180+0,Time forfeit,103,52
Rated Blitz game,https://lichess.org/SZg1NDZK,2025.12.01,00:00:55,billysunshine,MicadoCuCu,1-0,1449,1431,300+3,Normal,21,11
Rated Blitz game,https://lichess.org/yw4c7Ph4,2025.12.01,00:00:55,ferjosss,checkmateifgay,0-1,1297,1302,300+3,Normal,68,34
Rated Blitz game,https://lichess.org/N5jn8SAQ,2025.12.01,00:00:55,ustanincatali,Makkkena,0-1,1956,1848,300+3,Normal,112,56
Rated Bullet game,https://lichess.org/Ey2dD3E9,2025.12.01,00:00:55,platinp500,matigpl,1-0,1979,1982,60+0,Time forfeit,87,44
Rated Blitz game,https://lichess.org/x6NRn6A9,2025.12.01,00:00:55,Rafael2941,estrella100,0-1,1879,1889,300+0,Normal,100,50
Rated Blitz game,https://lichess.org/ZGOrILHf,2025.12.01,00:00:55,hslakic,carlesmorejon,0-1,1033,1130,300+3,Normal,52,26
Rated Bullet game,https://lichess.org/JCpCctq8,2025.12.01,00:00:55,kiwichessguy,azyv10,1-0,1431,1435,60+0,Normal,55,28
Rated Bullet game,https://lichess.org/m1FtbjqE,2025.12.01,00:00:55,elaprendizdeCristo,SkaughtF,0-1,1704,1689,60+0,Time forfeit,62,31
Rated Bullet game,https://lichess.org/Xu0NYtcG,2025.12.01,00:00:55,nameesha,Jose_camilo-8270,0-1,1438,1448,60+0,Normal,36,18
Rated Bullet game,https://lichess.org/RuvQc4Ex,2025.12.01,00:00:55,RimalSavi,Heorge,0-1,1608,1651,60+0,Time forfeit,68,34
Rated Bullet game,https://lichess.org/LjctfBNr,2025.12.01,00:00:55,cyberknight18037,dbastrykin,1-0,1520,1494,60+0,Time forfeit,81,41
Rated Bullet game,https://lichess.org/rQy7xLzo,2025.12.01,00:00:55,gabuydvardik,Pashok101,0-1,1839,1834,60+0,Normal,100,50
Rated Bullet game,https://lichess.org/JJvnYcoI,2025.12.01,00:00:55,Napoleanych,white_horse_82,1-0,1405,1413,60+0,Time forfeit,85,43
Rated Bullet game,https://lichess.org/8dVSsueh,2025.12.01,00:00:55,mark1234b,tinklepants,1-0,1376,1342,60+0,Time forfeit,59,30
Rated Bullet game,https://lichess.org/NrUojn8j,2025.12.01,00:00:55,ChessMaster20212022,Jonesgill,1/2-1/2,2384,2374,60+0,Normal,99,50
Rated Bullet game,https://lichess.org/DhVXJSjh,2025.12.01,00:00:55,MaestroOssa,monsienne,1-0,2452,2572,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/u6IE9uyu,2025.12.01,00:00:55,papa_shahmat,Rfrenk,1-0,968,890,60+0,Time forfeit,47,24
Rated Bullet game,https://lichess.org/PJLSjLiz,2025.12.01,00:00:55,Gab_MF,Markimaus,1-0,2338,2354,60+0,Time forfeit,103,52
Rated Bullet game,https://lichess.org/EQFpfE18,2025.12.01,00:00:55,Sp33dy240216,IPlayFromTheRestroom,0-1,1571,1600,60+0,Normal,42,21
Rated Bullet game,https://lichess.org/suTVILnI,2025.12.01,00:00:55,SwetKamal,flyingbishop97,1-0,2191,2174,60+0,Normal,31,16
Rated Bullet game,https://lichess.org/Wx9SXuPu,2025.12.01,00:00:55,vroomyadav20,WALCIR,1-0,1997,1882,60+0,Time forfeit,61,31
Rated Bullet game,https://lichess.org/q1ERvwAP,2025.12.01,00:00:55,mahetmahet,Dofvi_carr,0-1,1832,1824,60+0,Time forfeit,68,34
Rated Bullet game,https://lichess.org/IVDQUzZU,2025.12.01,00:00:55,jamescook1728,Monyr1234567890,0-1,1715,1812,60+0,Time forfeit,92,46
Rated Bullet game,https://lichess.org/FTibwmAx,2025.12.01,00:00:55,mfahad_javed,QueenEbizmel,0-1,1328,1251,60+0,Normal,38,19
Rated Rapid game,https://lichess.org/oOO1d5PP,2025.12.01,00:00:55,Eiche2610,archer711,0-1,1564,1288,300+8,Normal,44,22
Rated Blitz game,https://lichess.org/XgfHjJ35,2025.12.01,00:00:55,avanty82,Wwwpaulino,0-1,1793,1799,180+0,Normal,40,20
Rated Blitz game,https://lichess.org/RXK4v37Y,2025.12.01,00:00:55,ahmedasal,lgrcapon,1/2-1/2,1673,1746,420+0,Normal,57,29
Rated Bullet game,https://lichess.org/q7wZGyqL,2025.12.01,00:00:55,I_NXS,tortolerhum,0-1,1938,1920,60+0,Time forfeit,80,40
Rated Blitz game,https://lichess.org/rakPKlSu,2025.12.01,00:00:56,kiyan1365,abdultruth,0-1,1338,1316,300+0,Normal,48,24
Rated Bullet game,https://lichess.org/3UiRPW0R,2025.12.01,00:00:56,Samuelkant,loulou12,1-0,1613,1534,60+1,Time forfeit,77,39
Rated Blitz game,https://lichess.org/AXDHHSc0,2025.12.01,00:00:56,Bajramshabani1,vadimreimche,1-0,2098,2085,180+0,Normal,25,13
Rated Rapid game,https://lichess.org/PkoyS9Cq,2025.12.01,00:00:56,TaValus,shibutr,0-1,1325,1275,600+0,Time forfeit,100,50
Rated Rapid game,https://lichess.org/9K0Xr001,2025.12.01,00:00:56,laxman888,ColombiaChessLive,0-1,1644,1675,600+0,Normal,34,17
Rated Rapid game,https://lichess.org/GHTOXaaS,2025.12.01,00:00:56,aungthiha6,OSAMA_H_93,1-0,478,636,600+0,Normal,15,8
Rated Rapid game,https://lichess.org/6bEdIvY4,2025.12.01,00:00:56,Schlawiner22,Vieirinha6,1-0,1237,1240,600+0,Normal,61,31
Rated Rapid game,https://lichess.org/3PVEE8Ej,2025.12.01,00:00:56,JamieRobbins314,MinosC,0-1,1142,1151,600+0,Normal,44,22
Rated Rapid game,https://lichess.org/6deGUERd,2025.12.01,00:00:56,gardener1,ShRogly,0-1,1825,1789,600+0,Normal,104,52
Rated Rapid game,https://lichess.org/M4ryKXNp,2025.12.01,00:00:56,djett13,cabegarcia,1-0,1341,1347,600+0,Normal,23,12
Rated Rapid game,https://lichess.org/6q2cbiO8,2025.12.01,00:00:56,ARCHIARKADIO,Gerjin001,1-0,985,1070,600+0,Normal,53,27
Rated Rapid game,https://lichess.org/CpIVQURG,2025.12.01,00:00:56,bigflex894,xorz0342,1/2-1/2,1524,1609,600+0,Normal,161,81
Rated Rapid game,https://lichess.org/nEbZJ52d,2025.12.01,00:00:56,Meister_dbear,josantonio17,0-1,1775,1783,600+0,Normal,40,20
Rated Rapid game,https://lichess.org/SESz44eC,2025.12.01,00:00:56,Riketto,Sandarrow,0-1,1164,1153,600+0,Time forfeit,88,44
Rated Blitz game,https://lichess.org/Um4qYNmC,2025.12.01,00:00:56,saqu0007,esca25,1-0,1773,1746,300+3,Normal,25,13
Rated Blitz game,https://lichess.org/NnlfOuEj,2025.12.01,00:00:56,kmakadi,marat02,0-1,1867,1828,300+0,Normal,84,42
Rated Blitz game,https://lichess.org/d1RdAip8,2025.12.01,00:00:57,learusso,NEIBHER-41,1-0,1357,1336,300+0,Normal,61,31
Rated Bullet game,https://lichess.org/mLczjxMB,2025.12.01,00:00:57,luizimdochess,Megalokom,0-1,1814,1828,60+0,Normal,68,34
Rated Bullet game,https://lichess.org/Py2P4WKe,2025.12.01,00:00:57,Mert-gumus,SlaytanicSurfer,1-0,804,936,60+0,Time forfeit,29,15
Rated Bullet game,https://lichess.org/MBcgysfY,2025.12.01,00:00:57,DoktorILL,Ole83,1-0,2581,2530,60+0,Time forfeit,99,50
Rated Bullet game,https://lichess.org/932wFVgp,2025.12.01,00:00:57,tutifrutty,isopure,1-0,2541,2477,60+0,Normal,63,32
Rated Bullet game,https://lichess.org/rfICdK57,2025.12.01,00:00:57,r5811-13,Genijusi11,1-0,1699,1702,60+0,Time forfeit,65,33
Rated Bullet game,https://lichess.org/dTkt1UgI,2025.12.01,00:00:57,Black-Knight-Lover,Van_Azru,0-1,2299,2263,60+0,Normal,148,74
Rated Bullet game,https://lichess.org/NgEi2MHL,2025.12.01,00:00:57,supermarin,diclub,0-1,1031,1105,60+0,Time forfeit,36,18
Rated Bullet game,https://lichess.org/kmLgUuwh,2025.12.01,00:00:57,armancik,torrengbabel2,0-1,2165,2143,60+0,Normal,77,39
Rated Bullet game,https://lichess.org/QZzNGCrx,2025.12.01,00:00:57,Demel12,staneeq,1-0,2017,2131,60+0,Time forfeit,81,41
Rated Bullet game,https://lichess.org/fGv3p5lw,2025.12.01,00:00:57,lBonneau,user-1850,1-0,1931,1859,60+0,Normal,39,20
Rated Bullet game,https://lichess.org/NLJcesQu,2025.12.01,00:00:57,nelubimuy,bubblejuice,0-1,1845,1846,60+0,Time forfeit,68,34
Rated Bullet game,https://lichess.org/gUYJ0sfi,2025.12.01,00:00:57,pd_freire,Erichalmenares,0-1,1603,1598,60+0,Normal,40,20
Rated Bullet game,https://lichess.org/CXvnKNH9,2025.12.01,00:00:57,MISSHO,DJP_2_Hario,0-1,2195,2248,60+0,Time forfeit,78,39
Rated Bullet game,https://lichess.org/XARVX0xx,2025.12.01,00:00:57,PicketLongtreader6-7,akhmadkamilov,0-1,1047,1146,60+0,Normal,64,32
Rated Bullet game,https://lichess.org/PvUH10ED,2025.12.01,00:00:57,Arianshe,MyDaphne,0-1,1403,1381,60+0,Time forfeit,58,29
Rated Bullet game,https://lichess.org/pAptWSpp,2025.12.01,00:00:57,sbrtrt11,ALZOUBI79463,1-0,2022,2022,60+0,Time forfeit,69,35
Rated Bullet game,https://lichess.org/QbtlmYCZ,2025.12.01,00:00:57,fedvipszr,poulets,1-0,1465,1432,60+0,Time forfeit,79,40
Rated Bullet game,https://lichess.org/z9KdA248,2025.12.01,00:00:57,mishae,metallic_airbor12,1-0,1785,1725,60+0,Time forfeit,63,32
Rated Blitz game,https://lichess.org/dQwYRN0X,2025.12.01,00:00:58,mrcatwell,Jerico_678,1-0,1306,1374,300+0,Time forfeit,103,52
Rated Rapid game,https://lichess.org/VpvdM0yE,2025.12.01,00:00:58,antkioup,WhiteSparrows,0-1,1790,1845,600+0,Normal,16,8
Rated Bullet game,https://lichess.org/kfTHr3Qb,2025.12.01,00:00:58,BringtheNoys,alexmodular,0-1,1950,1983,60+0,Normal,90,45
Rated Blitz game,https://lichess.org/teIh3Gzz,2025.12.01,00:00:58,Chokaro,Perviz777,1-0,1725,1715,180+0,Normal,75,38
Rated Blitz game,https://lichess.org/9o68b6II,2025.12.01,00:00:58,Montenegro419,MXalex,0-1,1892,1930,180+0,Normal,44,22
Rated Blitz game,https://lichess.org/LY06rcza,2025.12.01,00:00:58,nina1985,principcom,1-0,2016,2097,180+0,Normal,49,25
Rated Blitz game,https://lichess.org/EpwmB3ii,2025.12.01,00:00:58,ajaz000,Mourtada,0-1,1597,1613,180+0,Normal,38,19
Rated Blitz game,https://lichess.org/fFYpkrVK,2025.12.01,00:00:58,wk1401,madnililoud,1/2-1/2,1409,1409,180+0,Time forfeit,109,55
Rated Blitz game,https://lichess.org/6tvV3KYd,2025.12.01,00:00:58,bishopthingy,Sergey----87,1-0,2259,1175,180+0,Normal,67,34
Rated Blitz game,https://lichess.org/UxrT1bqN,2025.12.01,00:00:58,Cacho6591,isaacdbrown2,0-1,846,988,180+0,Time forfeit,80,40
Rated Blitz game,https://lichess.org/ZH9oda2g,2025.12.01,00:00:58,Ilhomjon79,konfoula,0-1,1788,1772,180+0,Time forfeit,84,42
Rated Blitz game,https://lichess.org/tTNrzLKW,2025.12.01,00:00:58,deathknightracer,Ib101986,1-0,1299,1274,180+0,Normal,93,47
Rated Blitz game,https://lichess.org/vefocq2y,2025.12.01,00:00:58,pabloemmanuel94,jeangoncalves,1-0,1753,1753,180+0,Normal,37,19
Rated Blitz game,https://lichess.org/ncvjeUCR,2025.12.01,00:00:58,iparodi,che_bandoneon,0-1,2138,2067,180+0,Normal,91,46
Rated Blitz game,https://lichess.org/pbtcEf5u,2025.12.01,00:00:58,PlzCht,balvan326,1-0,1427,1362,180+0,Time forfeit,61,31
Rated Blitz game,https://lichess.org/OhFOe2C3,2025.12.01,00:00:58,Zendraoid,tmcgee777,1-0,1069,1078,180+0,Time forfeit,51,26
Rated Blitz game,https://lichess.org/1yC2gWSz,2025.12.01,00:00:58,VSC_ManhSon_2A22,norfas,1-0,1652,1695,180+0,Time forfeit,83,42
Rated Blitz game,https://lichess.org/LPHUsQIy,2025.12.01,00:00:58,timon_06_06,samperio,0-1,1476,1470,180+0,Normal,22,11
Rated Blitz game,https://lichess.org/qOpZjziF,2025.12.01,00:00:58,AndreFausto,injoo9601,0-1,1641,1614,180+0,Time forfeit,106,53
Rated Blitz game,https://lichess.org/MZxL2irJ,2025.12.01,00:00:58,Maxchess_10,janth80,0-1,1184,1213,180+0,Normal,26,13
Rated Bullet game,https://lichess.org/wVeiC1G5,2025.12.01,00:00:58,Morpiney,Yanochka26rus,0-1,1766,1876,60+0,Normal,64,32
Rated Bullet game,https://lichess.org/1D2ksjCz,2025.12.01,00:00:58,wissewas,Abu_idigov95,1-0,2467,2427,60+0,Time forfeit,73,37
Rated Blitz game,https://lichess.org/OUVFt2Ri,2025.12.01,00:00:58,theylvkadi,zaid_nawf,1-0,1487,1540,300+0,Normal,41,21
Rated Blitz game,https://lichess.org/6NkBNC3l,2025.12.01,00:00:58,guillermorod,Moyches,1-0,943,903,300+0,Normal,121,61
Rated Blitz game,https://lichess.org/JTzDjGZn,2025.12.01,00:00:58,garrafon16,sirmu447,1-0,1314,1309,300+0,Normal,35,18
Rated Blitz game,https://lichess.org/A7LUl1Rv,2025.12.01,00:00:58,mano900,Ptrini,1-0,1041,1081,300+0,Normal,47,24
Rated Blitz game,https://lichess.org/szVq2wlm,2025.12.01,00:00:58,freier_Krieger,oligko,0-1,1970,1956,300+0,Normal,58,29
Rated Blitz game,https://lichess.org/ZsgB62KX,2025.12.01,00:00:58,giovanniluca,sir_dad,1-0,1377,1385,300+0,Normal,81,41
Rated Blitz game,https://lichess.org/Yab1EP6o,2025.12.01,00:00:58,MrSchmuber,jatisari4,1-0,1767,1769,300+0,Normal,47,24
Rated Blitz game,https://lichess.org/hNKRbeLK,2025.12.01,00:00:58,bardusis,TwinutsBacon150G,1-0,712,746,300+0,Normal,29,15
Rated Blitz game,https://lichess.org/uSwgYhkm,2025.12.01,00:00:58,serduchelo1,rafaelpoubs,1-0,1320,1196,300+0,Normal,64,32
Rated Blitz game,https://lichess.org/rwaLl1YT,2025.12.01,00:00:58,mistafov,nasibeh,1-0,1132,1161,300+0,Normal,42,21
Rated Blitz game,https://lichess.org/MtJbtY10,2025.12.01,00:00:58,xMrYoussef,wruizc,1-0,1612,1673,300+0,Time forfeit,77,39
Rated Blitz game,https://lichess.org/t8YjzRd8,2025.12.01,00:00:58,chepi123,iora2,0-1,1848,1820,300+0,Normal,42,21
Rated Blitz game,https://lichess.org/os2OO9Aq,2025.12.01,00:00:58,camobishop,lilamfd17,1-0,1175,1164,300+0,Normal,29,15
Rated Blitz game,https://lichess.org/2Eu5ZMkq,2025.12.01,00:00:58,gezon,Its_America,1-0,1293,1285,300+0,Time forfeit,55,28
Rated Blitz game,https://lichess.org/QdvIK2ck,2025.12.01,00:00:58,nikochem,koa1,1-0,2224,2186,300+0,Normal,81,41
Rated Blitz game,https://lichess.org/bJKn4pRO,2025.12.01,00:00:58,alalati501,MrBlunderful581,1-0,1567,1600,300+0,Normal,49,25
Rated Rapid game,https://lichess.org/s6xK0Rky,2025.12.01,00:00:59,dbovy,egg2plant,1-0,1288,1261,360+8,Normal,37,19
Rated Blitz game,https://lichess.org/Ou6hRWxp,2025.12.01,00:00:59,omar38,stevekesti,0-1,1790,1755,180+2,Normal,74,37
Rated Rapid game,https://lichess.org/p8ixxEYv,2025.12.01,00:00:59,Arcainel,Iosifsh,1-0,1566,1655,480+3,Normal,25,13
Rated Bullet game,https://lichess.org/cqu2XuoL,2025.12.01,00:01:00,Uta8808,BlackberryRIM,1-0,1920,1891,0+1,Time forfeit,17,9
Rated Rapid game,https://lichess.org/3dpOxQaM,2025.12.01,00:01:00,CATM_BetiCo,mohako6,1-0,1500,1494,600+0,Normal,71,36
Rated Rapid game,https://lichess.org/ZGHzdcsG,2025.12.01,00:01:00,NandkumarSuru,wan_007,0-1,1880,1929,600+0,Normal,70,35
Rated Rapid game,https://lichess.org/oGuEqBBS,2025.12.01,00:01:00,iese027,usart,1-0,1797,1855,600+0,Normal,45,23
Rated Rapid game,https://lichess.org/1wWVQFwa,2025.12.01,00:01:00,Alex_1938,gypsi_king,1-0,2015,2120,600+0,Normal,53,27
